"","DatasetID","ObservationID","LastName","FirstName","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk","Reference","Comment","StdValueStr","X","%nitrogen","%carbon","lat","long"
"1163",70,770428,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3510313,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.6551","%","Single",NA,"","",446.551,"mg/g",NA,32341079,0.200766,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,19.231,446.551,NA,NA
"1164",70,770428,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3510314,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.9231","%","Single",NA,"","",19.231,"mg/g",NA,32385604,3.03268,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,19.231,446.551,NA,NA
"1165",70,770458,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3510822,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.038","%","Single",NA,"","",440.38,"mg/g",NA,32375638,0.320936,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.558,440.38,NA,NA
"1166",70,770458,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3510823,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.3558","%","Single",NA,"","",13.558,"mg/g",NA,32383420,1.10435,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.558,440.38,NA,NA
"1167",70,770471,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3511043,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.877","%","Single",NA,"","",448.77,"mg/g",NA,32340598,0.169324,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,16.7,448.77,NA,NA
"1168",70,770471,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3511044,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.67","%","Single",NA,"","",16.7,"mg/g",NA,32389086,2.19047,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,16.7,448.77,NA,NA
"1169",70,770481,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Schizachyrium scoparium",48859,"Schizachyrium scoparium",3511204,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","45.325","%","Single",NA,"","",453.25,"mg/g",NA,32367214,0.813265,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,11.93,453.25,NA,NA
"1170",70,770481,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Schizachyrium scoparium",48859,"Schizachyrium scoparium",3511205,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.193","%","Single",NA,"","",11.93,"mg/g",NA,32389894,1.50521,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,11.93,453.25,NA,NA
"1171",70,770482,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3511220,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.337","%","Single",NA,"","",443.37,"mg/g",NA,32371454,0.263055,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.83,443.37,NA,NA
"1172",70,770482,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3511221,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.383","%","Single",NA,"","",13.83,"mg/g",NA,32389969,1.06504,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.83,443.37,NA,NA
"1173",70,770550,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3512376,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.129","%","Single",NA,"","",441.29,"mg/g",NA,32341636,0.300602,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,15.02,441.29,NA,NA
"1174",70,770550,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3512377,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.502","%","Single",NA,"","",15.02,"mg/g",NA,32395533,1.55767,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,15.02,441.29,NA,NA
"1175",70,770554,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3512444,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","45.462","%","Single",NA,"","",454.62,"mg/g",NA,32347813,0.412711,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,18.76,454.62,NA,NA
"1176",70,770554,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3512445,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.876","%","Single",NA,"","",18.76,"mg/g",NA,32395852,2.88469,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,18.76,454.62,NA,NA
"1177",70,770590,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3513053,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.8616","%","Single",NA,"","",448.616,"mg/g",NA,32340598,0.169324,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,18.953,448.616,NA,NA
"1178",70,770590,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3513054,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.8953","%","Single",NA,"","",18.953,"mg/g",NA,32398815,2.94578,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,18.953,448.616,NA,NA
"1179",70,770706,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515027,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.554","%","Single",NA,"","",445.54,"mg/g",NA,32369367,0.220503,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.52,445.54,NA,NA
"1180",70,770706,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515028,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.352","%","Single",NA,"","",13.52,"mg/g",NA,32408240,1.11472,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.52,445.54,NA,NA
"1181",70,770707,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515045,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","43.773","%","Single",NA,"","",437.73,"mg/g",NA,32408313,0.403325,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.27,437.73,NA,NA
"1182",70,770707,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515046,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.327","%","Single",NA,"","",13.27,"mg/g",NA,32408314,1.17297,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.27,437.73,NA,NA
"1183",70,770712,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515130,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.893","%","Single",NA,"","",448.93,"mg/g",NA,32340598,0.169324,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,14.7,448.93,NA,NA
"1184",70,770712,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515131,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.47","%","Single",NA,"","",14.7,"mg/g",NA,32408718,1.42915,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,14.7,448.93,NA,NA
"1185",70,770716,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515202,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.899","%","Single",NA,"","",448.99,"mg/g",NA,32340598,0.169324,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.61,448.99,NA,NA
"1186",70,770716,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515203,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.361","%","Single",NA,"","",13.61,"mg/g",NA,32409039,1.09401,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.61,448.99,NA,NA
"1187",70,770726,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515382,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.627","%","Single",NA,"","",446.27,"mg/g",NA,32341079,0.200766,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.88,446.27,NA,NA
"1188",70,770726,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515383,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.388","%","Single",NA,"","",13.88,"mg/g",NA,32409845,1.08657,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.88,446.27,NA,NA
"1189",70,770736,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515559,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","43.931","%","Single",NA,"","",439.31,"mg/g",NA,32410637,0.347156,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,15.39,439.31,NA,NA
"1190",70,770736,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515560,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.539","%","Single",NA,"","",15.39,"mg/g",NA,32410638,1.70291,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,15.39,439.31,NA,NA
"1191",70,770744,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515703,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","45.579","%","Single",NA,"","",455.79,"mg/g",NA,32349174,0.443797,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,12.8,455.79,NA,NA
"1192",70,770744,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515704,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.28","%","Single",NA,"","",12.8,"mg/g",NA,32369368,1.28503,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,12.8,455.79,NA,NA
"1193",70,770752,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515847,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.66","%","Single",NA,"","",446.6,"mg/g",NA,32341079,0.200766,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.92,446.6,NA,NA
"1194",70,770752,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515848,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.392","%","Single",NA,"","",13.92,"mg/g",NA,32411904,1.10375,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,13.92,446.6,NA,NA
"1195",70,770760,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515991,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","% Carbon","44.654","%","Single",NA,"","",446.54,"mg/g",NA,32341079,0.200766,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,14.13,446.54,NA,NA
"1196",70,770760,"Reich","Peter","Cedar Creek Savanna SLA, C, N Database","Sorghastrum nutans",51135,"Sorghastrum nutans",3515992,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","% Nitrogen","1.413","%","Single",NA,"","",14.13,"mg/g",NA,32412547,1.19312,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.","","",NA,14.13,446.54,NA,NA
"1197",756,6430483,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363005,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,11.5100753307343,NA,37.695,-89.239
"1198",756,6430483,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363006,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,11.5100753307343,NA,37.695,-89.239
"1199",756,6430483,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363014,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","11.5100753307343","mg/g","Single",NA,"","",11.5100753307343,"mg/g",NA,NA,1.61704,"unpub.","","",NA,11.5100753307343,NA,37.695,-89.239
"1200",756,6430484,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363016,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,12.1323883533478,NA,37.695,-89.239
"1201",756,6430484,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363017,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,12.1323883533478,NA,37.695,-89.239
"1202",756,6430484,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363025,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","12.1323883533478","mg/g","Single",NA,"","",12.1323883533478,"mg/g",NA,NA,1.4527,"unpub.","","",NA,12.1323883533478,NA,37.695,-89.239
"1203",756,6430485,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363027,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,8.2175612449646,NA,37.695,-89.239
"1204",756,6430485,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363028,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,8.2175612449646,NA,37.695,-89.239
"1205",756,6430485,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363036,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","8.2175612449646","mg/g","Single",NA,"","",8.2175612449646,"mg/g",NA,NA,2.66868,"unpub.","","",NA,8.2175612449646,NA,37.695,-89.239
"1206",756,6430486,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363038,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,13.4015941619873,NA,37.695,-89.239
"1207",756,6430486,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363039,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,13.4015941619873,NA,37.695,-89.239
"1208",756,6430486,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363047,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","13.4015941619873","mg/g","Single",NA,"","",13.4015941619873,"mg/g",NA,NA,1.14217,"unpub.","","",NA,13.4015941619873,NA,37.695,-89.239
"1209",756,6430487,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363049,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,9.63541567325592,NA,37.695,-89.239
"1210",756,6430487,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363050,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,9.63541567325592,NA,37.695,-89.239
"1211",756,6430487,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363058,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","9.63541567325592","mg/g","Single",NA,"","",9.63541567325592,"mg/g",NA,NA,2.1719,"unpub.","","",NA,9.63541567325592,NA,37.695,-89.239
"1212",756,6430488,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363060,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,11.4929223060608,NA,37.695,-89.239
"1213",756,6430488,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363061,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,11.4929223060608,NA,37.695,-89.239
"1214",756,6430488,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363069,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","11.4929223060608","mg/g","Single",NA,"","",11.4929223060608,"mg/g",NA,NA,1.6217,"unpub.","","",NA,11.4929223060608,NA,37.695,-89.239
"1215",756,6430489,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363071,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,11.8427264690399,NA,37.695,-89.239
"1216",756,6430489,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363072,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,11.8427264690399,NA,37.695,-89.239
"1217",756,6430489,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363080,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","11.8427264690399","mg/g","Single",NA,"","",11.8427264690399,"mg/g",NA,NA,1.52812,"unpub.","","",NA,11.8427264690399,NA,37.695,-89.239
"1218",756,6430490,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363082,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,13.6352479457855,NA,37.695,-89.239
