LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr,X
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061284,32409038,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,C,44.899,%,Single,NA,,,448.99,mg/g,NA,32340598,0.169324,unpub.,%C,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061280,32408675,NA,,59,Latitude,Lat,45.41666667,,,NA,,,45.41666667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061280,32408676,NA,,60,Longitude,Long,-93.16666667,,,NA,,,-93.16666667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061284,32409039,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.361,%,Single,NA,,,13.61,mg/g,NA,NA,1.09401,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061294,32409844,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,C,44.627,%,Single,NA,,,446.27,mg/g,NA,32341079,0.200766,unpub.,%C,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061284,32408996,NA,,59,Latitude,Lat,45.41666667,,,NA,,,45.41666667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061284,32408997,NA,,60,Longitude,Long,-93.16666667,,,NA,,,-93.16666667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061294,32409845,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.388,%,Single,NA,,,13.88,mg/g,NA,NA,1.08657,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061304,32410637,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,C,43.931,%,Single,NA,,,439.31,mg/g,NA,NA,0.347156,unpub.,%C,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061294,32409802,NA,,59,Latitude,Lat,45.41666667,,,NA,,,45.41666667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061294,32409803,NA,,60,Longitude,Long,-93.16666667,,,NA,,,-93.16666667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061304,32410638,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.539,%,Single,NA,,,15.39,mg/g,NA,NA,1.70291,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061312,32411270,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,C,45.579,%,Single,NA,,,455.79,mg/g,NA,32349174,0.443797,unpub.,%C,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061304,32410595,NA,,59,Latitude,Lat,45.41666667,,,NA,,,45.41666667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061304,32410596,NA,,60,Longitude,Long,-93.16666667,,,NA,,,-93.16666667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061312,32411271,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.28,%,Single,NA,,,12.8,mg/g,NA,32369368,1.28503,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061320,32411903,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,C,44.66,%,Single,NA,,,446.6,mg/g,NA,32341079,0.200766,unpub.,%C,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061312,32411228,NA,,59,Latitude,Lat,45.41666667,,,NA,,,45.41666667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061312,32411229,NA,,60,Longitude,Long,-93.16666667,,,NA,,,-93.16666667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061320,32411904,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.392,%,Single,NA,,,13.92,mg/g,NA,NA,1.10375,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061328,32412546,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,C,44.654,%,Single,NA,,,446.54,mg/g,NA,32341079,0.200766,unpub.,%C,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061320,32411861,NA,,59,Latitude,Lat,45.41666667,,,NA,,,45.41666667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061320,32411862,NA,,60,Longitude,Long,-93.16666667,,,NA,,,-93.16666667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061328,32412547,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.413,%,Single,NA,,,14.13,mg/g,NA,NA,1.19312,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3064733,32682569,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,3.483764,%,Single,25.61,,,34.83764,mg/g,NA,NA,3.28014,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061328,32412504,NA,,59,Latitude,Lat,45.41666667,,,NA,,,45.41666667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3061328,32412505,NA,,60,Longitude,Long,-93.16666667,,,NA,,,-93.16666667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3064748,32683739,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,2.270756,%,Single,20.273,,,22.70756,mg/g,NA,NA,3.83216,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3064750,32683894,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,2.439706,%,Single,26.295,,,24.39706,mg/g,NA,NA,4.45278,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3064733,32682523,NA,,59,Latitude,Lat,46.17,,,NA,,,46.17,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3064733,32682524,NA,,60,Longitude,Long,-92.87,,,NA,,,-92.87,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3064765,32685074,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,3.78298,%,Single,28.869,,,37.8298,mg/g,NA,NA,3.77192,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3064748,32683695,NA,,59,Latitude,Lat,46.17,,,NA,,,46.17,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3064748,32683696,NA,,60,Longitude,Long,-92.87,,,NA,,,-92.87,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3064780,32686244,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,2.921657,%,Single,38.219,,,29.21657,mg/g,NA,NA,5.3364,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3064750,32683850,NA,,59,Latitude,Lat,46.17,,,NA,,,46.17,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3064750,32683851,NA,,60,Longitude,Long,-92.87,,,NA,,,-92.87,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3064782,32686399,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,3.270448,%,Single,54.7445,,,32.70448,mg/g,NA,NA,6.20178,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3064765,32685028,NA,,59,Latitude,Lat,46.17,,,NA,,,46.17,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3064765,32685029,NA,,60,Longitude,Long,-92.87,,,NA,,,-92.87,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3080900,33866073,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.01,%,Single,NA,,,10.1,mg/g,NA,685172,2.02493,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3064780,32686200,NA,,59,Latitude,Lat,46.17,,,NA,,,46.17,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3064780,32686201,NA,,60,Longitude,Long,-92.87,,,NA,,,-92.87,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Salsola sp,48050,Salsola sp,3081756,33928928,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,2.24,%,Single,NA,,,22.4,mg/g,NA,706838,0.684063,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3064782,32686355,NA,,59,Latitude,Lat,46.17,,,NA,,,46.17,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Sorghastrum nutans,51135,Sorghastrum nutans,3064782,32686356,NA,,60,Longitude,Long,-92.87,,,NA,,,-92.87,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081993,33947188,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.131368587,%,Single,NA,,,11.31368587,mg/g,NA,712382,3.43231,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3080900,33866031,NA,,59,Latitude,Lat,43.19935,,,NA,,,43.19935,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3080900,33866032,NA,,60,Longitude,Long,-90.059033,,,NA,,,-90.059033,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081994,33947260,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.164577104,%,Single,NA,,,11.64577104,mg/g,NA,712405,3.25965,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Salsola sp,48050,Salsola sp,3081756,33928881,NA,,59,Latitude,Lat,-29.516425,,,NA,,,-29.516425,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Salsola sp,48050,Salsola sp,3081756,33928882,NA,,60,Longitude,Long,21.9643382,,,NA,,,21.9643382,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081995,33947332,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.244067215,%,Single,NA,,,12.44067215,mg/g,NA,712428,2.86558,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081993,33947145,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081993,33947146,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081996,33947404,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.358461742,%,Single,NA,,,13.58461742,mg/g,NA,712451,2.34056,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081994,33947217,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081994,33947218,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081997,33947476,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.388925455,%,Single,NA,,,13.88925455,mg/g,NA,712474,2.2082,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081995,33947289,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081995,33947290,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081998,33947548,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.39144946,%,Single,NA,,,13.9144946,mg/g,NA,712474,2.2082,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081996,33947361,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081996,33947362,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081999,33947620,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.587086536,%,Single,NA,,,15.87086536,mg/g,NA,712520,1.41221,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081997,33947433,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081997,33947434,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082059,33952087,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.032463665,%,Single,NA,,,10.32463665,mg/g,NA,713900,1.95627,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081998,33947505,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081998,33947506,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082060,33952157,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.05308914,%,Single,NA,,,10.5308914,mg/g,NA,713923,1.89454,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081999,33947577,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Bouteloua gracilis,7911,Bouteloua gracilis,3081999,33947578,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082061,33952227,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.06250242,%,Single,NA,,,10.6250242,mg/g,NA,713946,1.86676,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082059,33952046,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082059,33952047,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082062,33952297,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.083107864,%,Single,NA,,,10.83107864,mg/g,NA,713969,1.80681,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082060,33952116,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082060,33952117,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082063,33952367,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.107650906,%,Single,NA,,,11.07650906,mg/g,NA,713992,1.73688,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082061,33952186,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082061,33952187,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082064,33952437,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.107892715,%,Single,NA,,,11.07892715,mg/g,NA,713992,1.73688,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082062,33952256,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082062,33952257,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082065,33952507,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.136443925,%,Single,NA,,,11.36443925,mg/g,NA,714038,1.65679,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082063,33952326,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082063,33952327,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082066,33952577,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.137004225,%,Single,NA,,,11.37004225,mg/g,NA,714038,1.65679,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082064,33952396,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082064,33952397,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082067,33952647,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.149520965,%,Single,NA,,,11.49520965,mg/g,NA,714084,1.62108,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082065,33952466,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082065,33952467,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082068,33952717,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.177647968,%,Single,NA,,,11.77647968,mg/g,NA,714107,1.54563,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082066,33952536,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082066,33952537,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082069,33952787,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.204608021,%,Single,NA,,,12.04608021,mg/g,NA,714130,1.47498,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082067,33952606,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082067,33952607,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082070,33952857,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.295456648,%,Single,NA,,,12.95456648,mg/g,NA,714153,1.24806,unpub.,%,,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082068,33952676,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,unpub.,Lat (dec. degr.),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082068,33952677,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,unpub.,Long (dec.degr),,NA
Sheremetev,Serge,412,The Global Leaf Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,3082071,33952927,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N,1.404767774,%,Single,NA,,,14.04767774,mg/g,NA,714176,0.995224,unpub.,%,,NA
