"obs","Comments","time..2","elapsed","date","hhmmss","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","CO2_hrs","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
10,NA,1686922704,199,2023-06-16 08:38:24,08:38:24,5,"lubb_27_npk_prgl2_","gibson",1686922696.21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.692654613961,329.954466666667,-3.34049215946747,68.8217719280108,0,19.65770235272,20.5913314685315,-0.00015590676708886,120.301929841262,2,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922696.21429,346.533464285714,326.652428571429,20.6083785714286,19.6865214285714,345.602571428571,20.3530142857143,500.211321428571,90.2341642857143,0.100247228571429,27.6590678571429,28.0084,999.9,0,0,9982.14285714286,0,120.776214285714,19.8809964285714,353.82525,333.212678571429,0.921871535714286,326.652428571429,19.6865214285714,1.85958035714286,1.77639607142857,16.296825,15.5806,2000.0025,0.979995428571429,0.0200043928571429,0,2.56605357142857,0,3074.05357142857,16705.3964285714,41.25,42.437,42.062,40.812,41,1959.99142857143,40.01,0,1686922703.8,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,19.133225,11.5020720450281,1.2074105798671,0,0.91097295,0.238130836772979,0.02557899170115,0,0,2,"0/2",2.87847,2.70994,0.0741106,0.0703311,0.0921188,0.0892856,25940.8,22844.1,25062.5,23922.3,38806.7,36037,45274.5,42642.9,1.8194,1.9024,0.135928,0,25.7844,999.9,61.812,26.062,23.1998,53.0409,45.7772,1,-0.156667,-0.691612,20.2412,5.23167,11.986,4.9552,3.304,9999,9999,999.9,9999,1.86826,1.86386,1.87149,1.86221,1.86172,1.86819,1.85831,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.918,0.2547,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,7.6,7.7,0.787354,2.36084,1.44897,2.30713,1.44409,2.33765,29.8792,15.6556,18,432.483,469.112,26.5668,25.5461,30,25.3682,25.3509,15.8069,32.2822,37.5244,26.5478,285.499,19.6428,95.847,100.282
11,NA,1686922709,204,2023-06-16 08:38:29,08:38:29,5,"lubb_27_npk_prgl2_","gibson",1686922701.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.955513569771,313.312084848485,-3.30437027886027,68.8217719280108,0,19.6526739589251,20.5790251748252,-0.00088745914709705,120.301929841262,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922701.5,329.52762962963,309.204777777778,20.6000851851852,19.6648555555556,328.605259259259,20.3450740740741,500.090444444444,90.2337851851852,0.100396548148148,27.666562962963,28.0132,999.9,0,0,9969.07407407407,0,116.096518518519,20.322762962963,336.458814814815,315.407481481482,0.935244074074074,309.204777777778,19.6648555555556,1.85882407407407,1.7744337037037,16.2904407407407,15.5633592592593,1999.99703703704,0.979995333333333,0.0200044666666667,0,2.55567037037037,0,3090.37851851852,16705.3555555556,41.25,42.437,42.0643333333333,40.812,41,1959.98555555556,40.01,0,1686922708.6,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,20.0827825,5.36249268292683,0.70881010005766,0,0.9247737,0.165331069418387,0.0221283464646593,0,0,2,"0/2",2.87835,2.71067,0.0710266,0.0672354,0.0920754,0.089272,26026.5,22920.1,25061.8,23922.2,38807.2,36037.1,45273,42642.4,1.82,1.9018,0.135958,0,25.7866,999.9,61.836,26.052,23.1938,53.5609,45.7091,1,-0.156301,-0.728845,20.241,5.23286,11.986,4.9556,3.304,9999,9999,999.9,9999,1.86826,1.86386,1.87155,1.86221,1.86172,1.86819,1.85837,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.91,0.254,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,7.7,7.8,0.751953,2.37061,1.44897,2.30713,1.44409,2.25342,29.8578,15.6468,18,432.832,468.735,26.5475,25.5461,30.0004,25.3699,25.3509,15.0865,32.2822,37.5244,26.5447,265.346,19.6428,95.8441,100.281
12,NA,1686922714,209,2023-06-16 08:38:34,08:38:34,5,"lubb_27_npk_prgl2_","gibson",1686922706.21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.664509857512,296.343321212121,-3.45042810305748,68.8217719280108,0,19.6526916814654,20.5763783216783,0.00026660684884921,120.301929841262,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922706.21429,314.274678571429,293.380678571429,20.5898535714286,19.6535071428571,313.360107142857,20.3352892857143,500.010785714286,90.2334107142857,0.100219925,27.6668,28.0135071428571,999.9,0,0,9985.89285714286,0,115.599142857143,20.8939142857143,320.881714285714,299.262321428571,0.936362964285714,293.380678571429,19.6535071428571,1.85789357142857,1.7734025,16.2825785714286,15.5542964285714,1999.99857142857,0.979995571428572,0.0200042821428571,0,2.58833214285714,0,3084.48357142857,16705.3678571429,41.25,42.437,42.0665,40.812,41,1959.98785714286,40.01,0,1686922714,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,20.5181675,5.27565590994365,0.700699584125573,0,0.9315662,0.0462620487804906,0.016347068238984,1,1,2,"1/2",2.87709,2.71104,0.0679138,0.0638606,0.092054,0.0892843,26114.3,23002.8,25062.5,23922,38808.2,36036.2,45273.1,42642,1.8196,1.902,0.135213,0,25.7901,999.9,61.861,26.052,23.2065,53.9309,45.8173,1,-0.156585,-0.648976,20.2418,5.23406,11.986,4.9556,3.304,9999,9999,999.9,9999,1.86819,1.86386,1.87149,1.86218,1.86172,1.86816,1.85837,1.86484,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.901,0.2539,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,7.8,7.9,0.717773,2.37305,1.44897,2.30713,1.44409,2.24976,29.8792,15.6468,18,432.613,468.879,26.5412,25.5482,30.0001,25.3703,25.353,14.4227,32.2822,37.5244,26.5237,251.92,19.6428,95.8451,100.281
13,NA,1686922719,214,2023-06-16 08:38:39,08:38:39,5,"lubb_27_npk_prgl2_","gibson",1686922711.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.828449168838,279.739127272727,-3.32974704238834,68.8217719280108,0,19.6542353596887,20.5740223776224,6.26751913249484e-05,120.301929841262,0,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922711.5,296.947592592593,275.884925925926,20.5806259259259,19.6525074074074,296.042111111111,20.326462962963,500.085851851852,90.2330888888889,0.100225092592593,27.6729851851852,28.0127259259259,999.9,0,0,9988.51851851852,0,112.384962962963,21.0626037037037,303.187407407407,281.415444444444,0.928125148148148,275.884925925926,19.6525074074074,1.85705481481481,1.77330703703704,16.2754851851852,15.5534555555556,1999.99814814815,0.97999562962963,0.020004237037037,0,2.62942222222222,0,3073.70962962963,16705.3592592593,41.25,42.437,42.0713333333333,40.812,41,1959.98777777778,40.01,0,1686922718.8,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,20.96981,2.37762551594744,0.537287543965055,0,0.932705875,-0.0924286941838648,0.00991388968616128,1,1,2,"1/2",2.87532,2.71075,0.0646465,0.0606483,0.0920522,0.0892719,26204.7,23082.1,25061.4,23922.5,38807.8,36037,45272.7,42642.4,1.8194,1.902,0.13575,0,25.7931,999.9,61.861,26.052,23.2017,54.2109,46.1298,1,-0.156545,-0.694858,20.2409,5.23286,11.986,4.956,3.304,9999,9999,999.9,9999,1.86819,1.86386,1.87158,1.86218,1.86172,1.86819,1.85837,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.892,0.2537,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,7.9,8,0.682373,2.37549,1.44775,2.30713,1.44409,2.33032,29.8578,15.6468,18,432.515,468.883,26.52,25.5482,30.0001,25.3724,25.3539,13.6894,32.2822,37.5244,26.5176,231.764,19.6428,95.8431,100.282
14,NA,1686922724,219,2023-06-16 08:38:44,08:38:44,5,"lubb_27_npk_prgl2_","gibson",1686922716.21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.853276504302,263.289,-3.31002123744067,68.8217719280108,0,19.6518898904808,20.5716202797203,4.08773800054202e-05,120.301929841262,0,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922716.21429,281.578535714286,260.10075,20.57575,19.6523714285714,280.681392857143,20.3217964285714,500.173321428571,90.2334107142857,0.0999749142857143,27.6762178571429,28.0192285714286,999.9,0,0,10009.1071428571,0,112.962035714286,21.4777714285714,287.494035714286,265.314785714286,0.923382071428571,260.10075,19.6523714285714,1.85662107142857,1.77330107142857,16.2718214285714,15.5534,1999.99,0.979995571428572,0.0200042821428571,0,2.61665357142857,0,3068.51607142857,16705.2892857143,41.25,42.437,42.0755,40.812,41,1959.98,40.01,0,1686922723.6,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,21.1894,2.84108442776736,0.570405493925155,0,0.926985725,-0.0643176247654791,0.00748849878476153,1,1,2,"1/2",2.87535,2.71013,0.0613714,0.0570504,0.0920317,0.0892775,26297.2,23170.4,25062.1,23922.3,38808.6,36036.4,45272.7,42642,1.8194,1.9012,0.138462,0,25.7967,999.9,61.885,26.052,23.2154,53.7409,46.4463,1,-0.156585,-0.586885,20.2419,5.23406,11.986,4.956,3.304,9999,9999,999.9,9999,1.86829,1.86386,1.87149,1.86218,1.86172,1.86826,1.85837,1.86487,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.883,0.2534,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,8,8,0.648193,2.37061,1.44775,2.30713,1.44409,2.35596,29.8578,15.6556,18,432.515,468.396,26.5138,25.5504,30.0001,25.3724,25.3551,13.0093,32.2822,37.5244,26.4907,218.356,19.6428,95.8441,100.281
15,NA,1686922729,224,2023-06-16 08:38:49,08:38:49,5,"lubb_27_npk_prgl2_","gibson",1686922721.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.844461550664,246.400175757576,-3.3327749192822,68.8217719280108,0,19.6495946070794,20.5701538461539,0.00013801487863533,120.301929841262,0,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922721.5,264.217185185185,242.596037037037,20.5728407407407,19.6516925925926,263.329666666667,20.3190074074074,500.312185185185,90.2338481481482,0.100052037037037,27.6784703703704,28.0195518518518,999.9,0,0,9997.77777777778,0,114.573481481481,21.6211703703704,269.767111111111,247.458925925926,0.921135962962963,242.596037037037,19.6516925925926,1.85636666666667,1.77324962962963,16.2696740740741,15.5529518518518,1999.98259259259,0.97999562962963,0.020004237037037,0,2.5860962962963,0,3064.18185185185,16705.2222222222,41.25,42.437,42.0806666666667,40.812,41,1959.97259259259,40.01,0,1686922729,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,21.56261,2.07322401500932,0.497223911231148,0,0.92272475,-0.0282067091932455,0.00535571798524716,1,1,2,"1/2",2.87418,2.70997,0.0580203,0.0536425,0.0920577,0.0892823,26390.8,23253.3,25061.9,23921.6,38808.1,36035.2,45273.4,42641,1.8192,1.9016,0.134617,0,25.7988,999.9,61.885,26.032,23.1856,54.2309,46.7067,1,-0.156423,-0.542854,20.2415,5.23167,11.986,4.9556,3.3038,9999,9999,999.9,9999,1.86829,1.86386,1.87149,1.86221,1.86172,1.86819,1.85834,1.86484,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.873,0.2538,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,8,8.1,0.611572,2.35718,1.44775,2.30713,1.44409,2.42188,29.8578,15.6556,18,432.419,468.665,26.4849,25.5504,30.0002,25.3746,25.3573,12.2703,32.2822,37.5244,26.4622,198.151,19.6428,95.8448,100.278
16,NA,1686922734,229,2023-06-16 08:38:54,08:38:54,5,"lubb_27_npk_prgl2_","gibson",1686922726.21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.884757775453,229.589551515152,-3.36015904407193,68.8217719280108,0,19.650897535718,20.5775608391609,0.00010753170907818,120.301929841262,0,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922726.21429,248.811857142857,226.825678571429,20.5724428571429,19.6510107142857,247.933285714286,20.318625,500.383285714286,90.234375,0.0999432642857143,27.6776071428571,28.0260571428571,999.9,0,0,10000.5357142857,0,116.054892857143,21.9862321428571,254.038107142857,231.372357142857,0.921423642857143,226.825678571429,19.6510107142857,1.85634142857143,1.77319785714286,16.2694607142857,15.5524964285714,1999.96821428571,0.979995571428572,0.0200042821428571,0,2.55671785714286,0,3060.25464285714,16705.1071428571,41.25,42.43925,42.0845,40.812,41,1959.95821428571,40.01,0,1686922733.8,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,21.7338125,3.20754033771103,0.539970187226804,0,0.921450675,-0.00106870919324713,0.0045427019899367,1,1,2,"1/2",2.8753,2.70998,0.0545592,0.0498877,0.0920681,0.0892868,26487.3,23345.1,25061.4,23921.1,38807,36035,45272.9,42641,1.8202,1.9014,0.137001,0,25.8032,999.9,61.909,26.032,23.1959,53.8509,46.7107,1,-0.156463,-0.538039,20.2419,5.23286,11.986,4.9556,3.304,9999,9999,999.9,9999,1.86829,1.86383,1.87149,1.86218,1.86172,1.86823,1.85837,1.86484,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.863,0.254,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,8.1,8.2,0.576172,2.36084,1.44775,2.30713,1.44409,2.40234,29.8578,15.6556,18,432.999,468.539,26.4553,25.5526,30.0002,25.3767,25.3573,11.5771,32.2822,37.8977,26.4399,184.777,19.6428,95.8434,100.278
17,NA,1686922739,234,2023-06-16 08:38:59,08:38:59,5,"lubb_27_npk_prgl2_","gibson",1686922731.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.76959590398,212.889836363636,-3.36131739335647,68.8217719280108,0,19.6555748538588,20.5777979020979,4.69580877998841e-06,120.301929841262,0,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922731.5,231.445740740741,209.233185185185,20.5743888888889,19.6528333333333,230.57737037037,20.3204888888889,500.379555555556,90.2350518518518,0.100036362962963,27.6777481481482,28.0302037037037,999.9,0,0,9983.33333333333,0,117.08362962963,22.212562962963,236.307555555556,213.427555555556,0.921550814814815,209.233185185185,19.6528333333333,1.85653148148148,1.77337518518519,16.271062962963,15.554062962963,1999.97814814815,0.97999562962963,0.020004237037037,0,2.58965925925926,0,3052.81555555556,16705.1925925926,41.25,42.4393333333333,42.0876666666667,40.8166666666667,41,1959.96814814815,40.01,0,1686922738.6,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,22.033625,4.24813058161353,0.576001068900918,0,0.92103795,0.00437817636022561,0.00414243139321582,1,1,2,"1/2",2.87553,2.70988,0.0510409,0.0463218,0.0920654,0.0893061,26586.4,23432.9,25062,23921.3,38806.9,36034.4,45272.7,42641.4,1.8196,1.902,0.137627,0,25.8084,999.9,61.909,26.032,23.1969,53.3809,46.5905,1,-0.156463,-0.445381,20.2417,5.23047,11.986,4.9556,3.3036,9999,9999,999.9,9999,1.86819,1.86383,1.87149,1.86218,1.86172,1.86816,1.85837,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.854,0.254,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,8.2,8.3,0.539551,2.36206,1.44775,2.30713,1.44409,2.44995,29.8578,15.6556,18,432.66,468.935,26.4306,25.5543,30.0002,25.3767,25.3594,10.8339,32.2822,37.8977,26.4015,164.632,19.6428,95.844,100.278
18,NA,1686922744,239,2023-06-16 08:39:04,08:39:04,5,"lubb_27_npk_prgl2_","gibson",1686922736.21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.788060457476,196.027587878788,-3.39016813238486,68.8217719280108,0,19.6590008828637,20.5748622377622,0.0001545473681567,120.301929841262,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922736.21429,216.015392857143,193.502892857143,20.5762892857143,19.655725,215.1565,20.3223,500.360714285714,90.235425,0.100051310714286,27.6807178571429,28.0351857142857,999.9,0,0,9985.53571428571,0,118.992892857143,22.5125678571429,220.5535,197.382428571429,0.920561428571428,193.502892857143,19.655725,1.85671035714286,1.77364321428571,16.272575,15.5564214285714,1999.98928571429,0.979995857142857,0.0200040607142857,0,2.55496785714286,0,3040.14071428571,16705.2892857143,41.2544285714286,42.44825,42.08675,40.82775,41,1959.97928571429,40.01,0,1686922744,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,22.341815,3.05994371482178,0.459461404554289,0,0.920718925,-0.00397624390244125,0.00412732303307785,1,1,2,"1/2",2.87693,2.71027,0.047454,0.042529,0.0920749,0.0893152,26686.5,23525.6,25061.7,23920.8,38806.6,36033.4,45272.9,42640.7,1.8202,1.901,0.136256,0,25.8141,999.9,61.958,26.032,23.2138,54.1409,46.3742,1,-0.156037,-0.370763,20.2426,5.23406,11.986,4.9556,3.304,9999,9999,999.9,9999,1.86826,1.86386,1.87149,1.86218,1.86172,1.86813,1.85834,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.843,0.2541,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,8.3,8.4,0.505371,2.36694,1.44775,2.30713,1.44409,2.41699,29.8578,15.6468,18,433.016,468.326,26.3913,25.5547,30.0004,25.3788,25.3615,10.1762,32.2822,37.8977,26.3579,151.171,19.6428,95.8437,100.277
19,NA,1686922749,244,2023-06-16 08:39:09,08:39:09,5,"lubb_27_npk_prgl2_","gibson",1686922741.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.836768166159,179.9852,-3.20339262889838,68.8217719280108,0,19.6604166490331,20.5704195804196,-1.83598151319275e-06,120.301929841262,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922741.5,198.753703703704,176.211407407407,20.5762777777778,19.6586703703704,197.905666666667,20.3222888888889,500.245407407407,90.2353333333333,0.0999874296296296,27.6814222222222,28.0362518518519,999.9,0,0,9983.88888888889,0,126.71837037037,22.5424555555556,202.929222222222,179.744814814815,0.917601555555556,176.211407407407,19.6586703703704,1.85670666666667,1.77390740740741,16.2725518518519,15.5587481481481,2000.00740740741,0.979996074074074,0.0200038925925926,0,2.5846,0,3016.64333333333,16705.4518518519,41.2568888888889,42.458,42.0946666666667,40.8446666666667,41,1959.99740740741,40.01,0,1686922748.8,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,22.44709,1.41637373358346,0.392981257059418,0,0.91926435,-0.0256340712945589,0.00440105282034879,1,1,2,"1/2",2.87787,2.71005,0.0437992,0.0388938,0.0920428,0.0892776,26788.5,23615.5,25061.3,23921.5,38808,36034.4,45273,42640.2,1.8204,1.9014,0.133753,0,25.8163,999.9,61.958,26.032,23.2136,54.1509,46.1378,1,-0.156016,-0.378322,20.2419,5.23406,11.986,4.9556,3.304,9999,9999,999.9,9999,1.86819,1.86386,1.87152,1.86218,1.86172,1.86819,1.85837,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.832,0.2536,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,8.4,8.5,0.471191,2.38525,1.44775,2.30713,1.44409,2.33643,29.8792,15.6468,18,433.128,468.577,26.3459,25.5569,30,25.3788,25.3615,9.48726,32.2822,37.8977,26.3251,130.764,19.6428,95.8434,100.277
20,NA,1686922754,249,2023-06-16 08:39:14,08:39:14,5,"lubb_27_npk_prgl2_","gibson",1686922746.21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.946828662617,163.461745454545,-3.27775182864021,68.8217719280108,0,19.6536768617856,20.5714034965035,-1.20916090255224e-05,120.301929841262,2,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686922746.21429,183.506214285714,160.805428571429,20.573675,19.6578571428571,182.667964285714,20.3197928571429,500.148964285714,90.2348428571429,0.100030332142857,27.6725785714286,28.0276964285714,999.9,0,0,9999.46428571429,0,128.444857142857,22.7008928571429,187.360928571429,164.029785714286,0.915809107142857,160.805428571429,19.6578571428571,1.85646178571429,1.773825,16.2704785714286,15.558025,1999.99142857143,0.979996,0.02000395,0,2.51940714285714,0,3006.72178571429,16705.3214285714,41.2610714285714,42.464,42.09575,40.85925,41,1959.98142857143,40.01,0,1686922753.6,0,1686922246.5,08:30:46,1686922246.5,1686922241.5,1,0.269,0.011,0.965,0.216,420,20,2.24,0.36,22.6174775,0.532004127579767,0.334230233138401,0,0.91732035,-0.0295497410881806,0.00475320437994203,1,1,2,"1/2",2.87937,2.70991,0.0400778,0.0347935,0.0920422,0.0892939,26891.9,23715.6,25060.5,23920.8,38806.6,36033.9,45271.4,42640.5,1.8196,1.9018,0.13414,0,25.8154,999.9,61.983,26.022,23.2075,53.7709,45.8854,1,-0.15565,-0.484837,20.2422,5.23406,11.986,4.9564,3.304,9999,9999,999.9,9999,1.86816,1.86383,1.87149,1.86218,1.86172,1.86816,1.85837,1.86484,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.822,0.2537,0.697610968479875,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.0987411303047268,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,8.5,8.5,0.43335,2.38403,1.44775,2.30713,1.44409,2.34619,29.8578,15.6468,18,432.692,468.847,26.3113,25.5586,30.0004,25.3809,25.3637,8.71341,32.2822,37.8977,26.3146,117.265,19.6428,95.8402,100.276
