,obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,id_updated_mk,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,
11,11,1687528754,50,2023-06-23 9:59:13,9:59:13,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.003184648,3.18464808,6.992364203,312.9952779,232.9297137,23.74337787,31.90475375,0.16116296,2.961547336,0.156444423,0.098190199,450.3142399,28.8054989,28.06923929,3.810184216,50.08347041,1.792202315,3.578430769,2.0179819,-140.4429803,-171.2715762,-12.54744242,126.052241,-12.2363612,3.160897588,6.992364203,286.8306747,295.3256667,-3.201709702,65.07194828,3.18464808,13.85731964,17.60455394,0.00080705,104.9127054,0,0,1,0,53874,2559.638357,2099.671149,0.820299924,0.175928853,6,0.5,0: Broadleaf,2,TRUE,1687528746,312.9952857,299.4994286,17.58204643,13.85581429,310.2605357,17.46337857,500.0207857,101.8335,0.100158439,26.99653214,28.06923929,999.9,0,0,10000.19607,0,559.6301429,13.49575,318.5967143,303.7075714,3.726231786,299.4994286,13.85581429,1.790439643,1.410985357,15.70356786,12.03620357,2000.008214,0.980005571,0.01999485,0,1.974903571,0,12262.01786,17338.32143,44.187,45.437,44.21175,43.75,43.062,1960.018214,39.99,0,1687528753,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,12.8294975,12.75417298,1.238526737,0,3.72105625,0.123361914,0.012677355,0,0,2,0/2,3.12252,2.75693,0.0698726,0.0677123,0.0952897,0.0806024,27318.6,27178.5,29930.8,29438,37433.2,35646.8,45848.5,43774.2,1.76187,1.77535,0.0131801,0,27.9,999.9,62.3,37.5,39.636,65.552,19.6314,1,0.686037,7.42723,20.0794,5.22882,11.9801,4.9694,3.28945,9999,9999,9999,999.9,4.97266,1.87758,1.8757,1.87851,1.87514,1.87861,1.8758,1.87698,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.671,0.1191,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12,12,0.726318,2.58057,1.39893,2.28027,1.44897,2.40723,43.0199,14.6661,18,507.537,430.6,20.7181,35.2184,30.0013,34.6984,34.7209,14.526,62.8108,0,20.62,246.293,13.7802,99.0298,100.659,,
12,12,1687528759,55,2023-06-23 9:59:18,9:59:18,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.0031927,3.192699626,6.367639501,296.4049929,223.1361247,22.74528216,30.21391182,0.161224846,2.962054765,0.156503525,0.098227379,446.0805568,28.75612836,28.09564444,3.816050264,50.19356245,1.793788092,3.57374134,2.022262172,-140.7980535,-179.0826129,-13.11770643,113.082184,-12.94217159,3.17383676,6.367639501,270.0926835,279.3226424,-3.196756909,65.07194828,3.192699626,13.85585758,17.61577818,0.000413961,104.9127054,0,0,1,0,53864,2535.573593,2079.930826,0.820299924,0.175928854,6,0.5,0: Broadleaf,2,TRUE,1687528751,296.405,282.0043704,17.59744815,13.85614815,293.7134444,17.47851111,500.0377407,101.8344074,0.100150178,26.97420741,28.09564444,999.9,0,0,10002.9837,0,535.5698889,14.40056667,301.7142222,285.9668519,3.741298519,282.0043704,13.85614815,1.792025185,1.411032222,15.7173963,12.0367037,2000.003704,0.980005593,0.019994819,0,1.965574074,0,12258.12963,17338.28889,44.187,45.44166667,44.23366667,43.75,43.062,1960.013704,39.99,0,1687528758,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,13.8303,10.3899197,1.002050318,0,3.73221175,0.170068931,0.016577143,0,0,2,0/2,3.12264,2.75682,0.0666794,0.0642488,0.0953253,0.0805976,27412.2,27278.6,29930.7,29437.3,37431.5,35645.9,45848.5,43773.1,1.76213,1.77495,0.012897,0,27.902,999.9,62.3,37.5,39.6381,65.562,19.6034,1,0.688407,7.74445,20.0655,5.22927,11.9801,4.96975,3.28965,9999,9999,9999,999.9,4.97264,1.87757,1.8757,1.87851,1.87514,1.87861,1.8758,1.87699,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.629,0.1193,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12.1,12.1,0.688477,2.58057,1.39893,2.28027,1.44897,2.38647,43.0199,14.6574,18,507.746,430.4,20.6305,35.2294,30.0019,34.7079,34.7288,13.774,62.8108,0,20.505,232.91,13.767,99.0296,100.657,,
13,13,1687528764,60,2023-06-23 9:59:23,9:59:23,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.003190595,3.190595469,5.869809757,281.5668863,213.6501615,21.77848632,28.70159581,0.160940544,2.962327694,0.156236018,0.098058739,445.6912682,28.74309736,28.11015714,3.819277692,50.2581226,1.794918053,3.57139893,2.02435964,-140.7052602,-183.1993288,-13.41824396,108.3684353,-13.54894549,3.182759806,5.869809757,253.2099761,263.1990424,-3.225467819,65.07194828,3.190595469,13.85680174,17.61749455,3.90E-05,104.9127054,0,0,1,0,53921,2533.360786,2078.115665,0.820299926,0.175928857,6,0.5,0: Broadleaf,2,TRUE,1687528756,281.5668929,266.3845,17.60841071,13.85658571,278.9147143,17.48928571,500.0312857,101.8351071,0.100160136,26.96304643,28.11015714,999.9,0,0,10004.4625,0,533.3679286,15.18237143,286.6136429,270.1275714,3.751821071,266.3845,13.85658571,1.793153929,1.411086071,15.72723571,12.03728571,1999.992857,0.980005464,0.019994943,0,1.896610714,0,12257.52857,17338.19286,44.19375,45.455,44.25,43.75,43.0665,1960.002857,39.99,0,1687528764,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,14.73368293,9.871687108,0.973979396,0,3.744662439,0.144596237,0.014804027,0,0,2,0/2,3.1226,2.75676,0.0633964,0.060728,0.0953303,0.0806046,27507.6,27380.6,29929.7,29436.7,37429.7,35644.7,45846.8,43772.3,1.7618,1.77468,0.012733,0,27.9023,999.9,62.3,37.5,39.6367,65.512,19.5713,1,0.690965,8.00656,20.0536,5.23017,11.9806,4.96985,3.28965,9999,9999,9999,999.9,4.97263,1.87759,1.87572,1.87851,1.87515,1.87865,1.87582,1.87698,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.586,0.1193,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12.2,12.2,0.651855,2.58301,1.39893,2.28149,1.44897,2.49512,43.0199,14.6399,18,507.61,430.288,20.5156,35.2399,30.0022,34.717,34.7382,13.0918,63.0823,0,20.3941,212.876,13.7565,99.0261,100.655,,
14,14,1687528769,65,2023-06-23 9:59:28,9:59:28,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.003195795,3.195795094,5.196742805,264.8897349,204.3742662,20.83298345,27.00165518,0.16128878,2.96215015,0.15656392,0.098265431,446.5779927,28.73552011,28.10847778,3.818904102,50.30820729,1.795490318,3.568980917,2.023413784,-140.9345636,-184.7611167,-13.53255536,107.349757,-14.21144972,3.194331373,5.196742805,236.3534309,247.1169939,-3.216995954,65.07194828,3.195795094,13.83778204,17.60647636,-0.000184609,104.9127054,0,0,1,0,53771,2538.400963,2082.250128,0.820299928,0.175928862,6,0.5,0: Broadleaf,2,TRUE,1687528761,264.8897407,248.8527407,17.61399259,13.84863333,262.2824074,17.49477037,500.0425556,101.8354074,0.100045804,26.95151852,28.10847778,999.9,0,0,10003.4263,0,538.4242963,16.03704074,269.6391852,252.3475556,3.765356296,248.8527407,13.84863333,1.793728148,1.410280741,15.73223704,12.02861481,1999.976667,0.980005444,0.01999503,0,1.875477778,0,12258.54444,17338.05185,44.21266667,45.47666667,44.25,43.75,43.076,1959.986667,39.99,0,1687528768,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,15.55110732,9.73941115,0.960959758,0,3.758040488,0.145161324,0.016139379,0,0,2,0/2,3.1225,2.75674,0.0600484,0.0571102,0.0952769,0.0803174,27604.5,27485.7,29928.3,29436.5,37430.2,35655.4,45845.1,43772.1,1.76122,1.77465,0.0115931,0,27.9033,999.9,62.3,37.5,39.6361,65.702,19.8878,1,0.693102,8.1914,20.045,5.22927,11.9807,4.96935,3.28953,9999,9999,9999,999.9,4.97261,1.87759,1.87573,1.87852,1.87515,1.87864,1.87582,1.87699,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.543,0.1191,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12.3,12.3,0.617676,2.59033,1.39893,2.28149,1.44897,2.41089,43.0199,14.6311,18,507.323,430.33,20.3955,35.2507,30.0021,34.7258,34.7472,12.3272,63.0823,0,20.2896,199.503,13.7638,99.0219,100.654,,
15,15,1687528774,70,2023-06-23 9:59:33,9:59:33,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.003182539,3.182539053,4.714803941,249.9846733,194.6069376,19.83746022,25.4824472,0.160698598,2.961390425,0.156006546,0.097914242,458.8608567,28.79696611,28.10005,3.817029748,50.32980975,1.794771441,3.566020714,2.022258307,-140.3499722,-185.622852,-13.59762974,119.2904027,-14.78091738,3.209388958,4.714803941,219.5920582,230.984,-3.224646572,65.07194828,3.182539053,13.77632477,17.57820242,-0.005859809,104.9127054,0,0,1,0,53777,2608.218179,2139.521186,0.820299929,0.175928862,6,0.5,0: Broadleaf,2,TRUE,1687528766,249.9846786,233.2113214,17.60683929,13.82360357,247.4181071,17.48773929,500.0293929,101.8359643,0.100073875,26.93739643,28.10005,999.9,0,0,9999.064643,0,608.2424643,16.77341786,254.4652857,236.4808214,3.783228214,233.2113214,13.82360357,1.79301,1.407740357,15.72598214,12.00122857,1999.975714,0.980005536,0.019994939,0,1.876146429,0,12261.35,17338.03571,44.232,45.491,44.25442857,43.75442857,43.0845,1959.985714,39.99,0,1687528773,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,16.2979775,9.432003377,0.908511201,0,3.77495775,0.222865328,0.024026971,0,0,2,0/2,3.1225,2.75629,0.0566185,0.0534204,0.0951658,0.0802428,27704,27592.4,29927.2,29435.8,37433.3,35657.2,45843.4,43770.9,1.76155,1.77433,0.0108555,0,27.9023,999.9,62.3,37.5,39.6373,65.532,19.6194,1,0.694865,8.30314,20.0397,5.22493,11.981,4.96885,3.28888,9999,9999,9999,999.9,4.97263,1.87759,1.87575,1.87853,1.87515,1.87866,1.87587,1.87699,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.499,0.1185,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12.3,12.3,0.582275,2.58667,1.39893,2.28027,1.44897,2.40112,43.0199,14.6311,18,507.576,430.18,20.2824,35.2617,30.0018,34.7353,34.7556,11.6327,63.0823,0,20.1984,186.136,13.7134,99.0183,100.652,,
16,16,1687528779,75,2023-06-23 9:59:38,9:59:38,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.003194666,3.194666186,4.143156225,233.2679584,184.3702653,18.7940501,23.77850729,0.161472617,2.961462664,0.156736086,0.098374039,460.2989094,28.78332094,28.08429259,3.813527424,50.334584,1.792949249,3.562062316,2.020578175,-140.8847788,-186.1291424,-13.63202681,119.6529614,-15.37818878,3.219081722,4.143156225,202.8795878,214.9162788,-3.214696491,65.07194828,3.194666186,13.77146352,17.55495939,-0.002006541,104.9127054,0,0,1,0,53921,2616.392296,2146.226408,0.820299927,0.175928858,6,0.5,0: Broadleaf,2,TRUE,1687528771,233.267963,215.7151852,17.58889259,13.79392963,230.7474815,17.4700963,499.9988148,101.8364815,0.099967289,26.9184963,28.08429259,999.9,0,0,9999.423333,0,616.4026667,17.55277778,237.4446667,218.7327407,3.79494963,215.7151852,13.79392963,1.791191481,1.404726667,15.71012222,11.96872222,1999.98963,0.980005778,0.019994693,0,1.935588889,0,12265.68889,17338.15556,44.24766667,45.5,44.26377778,43.76837037,43.10166667,1959.99963,39.99,0,1687528778,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,17.0650175,8.820032645,0.849122036,0,3.7853695,0.16811167,0.02164817,0,0,2,0/2,3.12261,2.75719,0.053119,0.0496359,0.0950772,0.0802278,27805.8,27701.9,29926.3,29435.3,37435.6,35656.8,45842.1,43770.1,1.76168,1.77405,0.00932068,0,27.9009,999.9,62.2,37.5,39.5714,65.452,20.0361,1,0.696174,8.32944,20.0395,5.22897,11.9807,4.96945,3.28945,9999,9999,9999,999.9,4.97261,1.87759,1.87575,1.87851,1.87515,1.87863,1.87581,1.87699,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.454,0.1181,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12.4,12.4,0.543213,2.58789,1.39893,2.28027,1.44897,2.52441,43.0469,14.6399,18,507.708,430.063,20.1821,35.2722,30.0015,34.7443,34.7643,10.8567,63.0823,0,20.1265,166.099,13.707,99.0154,100.65,,
17,17,1687528784,80,2023-06-23 9:59:43,9:59:43,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.003189983,3.189983045,3.479102695,218.3514604,176.5648643,17.99847131,22.25806652,0.161403818,2.960947993,0.156670462,0.09833275,458.8830563,28.7561482,28.06531786,3.80931372,50.3340765,1.79077868,3.557785907,2.01853504,-140.6782523,-186.3305611,-13.64646568,118.2277772,-15.92235327,3.217641891,3.479102695,185.9275428,198.7927273,-3.218310401,65.07194828,3.189983045,13.77120466,17.5381503,-0.000711899,104.9127054,0,0,1,0,53838,2608.3445,2139.624795,0.820299924,0.175928853,6,0.5,0: Broadleaf,2,TRUE,1687528776,218.3514643,200.0877143,17.567525,13.77418214,215.8727143,17.44910357,499.9995,101.8367857,0.100093854,26.89805714,28.06531786,999.9,0,0,9996.476429,0,608.337,18.26376429,222.2562857,202.88225,3.793334286,200.0877143,13.77418214,1.789020357,1.402719286,15.69118214,11.94706429,2000.0075,0.980005964,0.019994511,0,1.95135,0,12271.09643,17338.31429,44.25,45.5,44.281,43.781,43.1115,1960.0175,39.99,0,1687528783,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,17.86338537,9.045696167,0.892892855,0,3.788915122,-0.016512544,0.017964435,1,1,2,1/2,3.12251,2.75689,0.0495338,0.045757,0.09501,0.0802273,27910.4,27814.6,29925.8,29435.1,37437.3,35656.5,45841,43770.1,1.76117,1.77405,0.00775605,0,27.8959,999.9,62.2,37.5,39.5736,65.702,19.9319,1,0.696857,8.28577,20.042,5.22927,11.9807,4.96975,3.28948,9999,9999,9999,999.9,4.97262,1.87759,1.87575,1.87852,1.87515,1.87865,1.87588,1.87698,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.408,0.1179,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12.5,12.5,0.507812,2.59766,1.39893,2.28027,1.44897,2.42798,43.0469,14.6399,18,507.466,430.12,20.1044,35.2831,30.001,34.7531,34.773,10.1564,63.0823,0,20.0803,152.737,13.7054,99.0133,100.65,,
18,18,1687528789,85,2023-06-23 9:59:48,9:59:48,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.003183848,3.183847717,2.90037623,201.6307745,166.1855362,16.94051933,20.55371431,0.161426234,2.961359098,0.15669222,0.098346406,444.4309371,28.64834024,28.03735926,3.80311238,50.34742365,1.788644362,3.552603555,2.014468017,-140.4076843,-185.8518148,-13.60592956,104.5655084,-16.53194173,3.202338947,2.90037623,169.1628908,182.7018182,-3.212250085,65.07194828,3.183847717,13.77078537,17.52739515,-0.0003364,104.9127054,0,0,1,0,53874,2526.197,2072.239205,0.820299923,0.175928852,6,0.5,0: Broadleaf,2,TRUE,1687528781,201.6307778,182.5668889,17.5465,13.77104444,199.1994444,17.42844815,499.9898519,101.8372963,0.100090789,26.87325926,28.03735926,999.9,0,0,9998.756296,0,526.1844074,19.06395185,205.2320741,185.115963,3.775442222,182.5668889,13.77104444,1.786887037,1.402406296,15.67254815,11.94367778,2000.012593,0.980006,0.019994478,0,1.972685185,0,12277.56296,17338.36667,44.25,45.5,44.29822222,43.79133333,43.125,1960.022593,39.99,0,1687528788,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,18.61224146,9.157825087,0.903659862,0,3.785779268,-0.201670453,0.02006961,0,0,2,0/2,3.12254,2.75657,0.0458785,0.0418053,0.0949731,0.0802265,28017.1,27929.2,29925.2,29434.7,37437.9,35655.7,45840.3,43769.4,1.76117,1.77375,0.00678003,0,27.89,999.9,62.2,37.5,39.5688,65.442,19.6354,1,0.69705,8.15925,20.0482,5.22822,11.981,4.9695,3.2893,9999,9999,9999,999.9,4.97263,1.87759,1.87575,1.87851,1.87515,1.87865,1.87587,1.87699,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.363,0.1177,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12.6,12.6,0.46875,2.6001,1.39893,2.28027,1.44897,2.37793,43.0469,14.6399,18,507.527,429.992,20.0534,35.2941,30.0005,34.7626,34.7825,9.37222,63.0823,0,20.0656,132.693,13.6981,99.0116,100.648,,
19,19,1687528794,90,2023-06-23 9:59:53,9:59:53,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.003184399,3.184399165,2.367968199,186.7121045,157.1282621,16.017388,19.03311462,0.161766258,2.96104879,0.157012114,0.098548074,439.1571347,28.59306091,28.01512143,3.798186221,50.38485919,1.787393079,3.547480547,2.010793143,-140.4320032,-186.2006434,-13.62971168,98.89477646,-17.1344558,3.19266791,2.367968199,152.1841752,166.5336364,-3.242813148,65.07194828,3.184399165,13.76901858,17.52343273,-4.08E-05,104.9127054,0,0,1,0,53845,2496.220071,2047.649135,0.820299924,0.175928853,6,0.5,0: Broadleaf,2,TRUE,1687528786,186.7121071,166.8674286,17.53406786,13.77029643,184.3239286,17.41623929,500.0336786,101.83825,0.100050521,26.84871429,28.01512143,999.9,0,0,9996.903929,0,496.2132857,19.84473214,190.0445357,169.19725,3.763770357,166.8674286,13.77029643,1.785637143,1.402342143,15.66162857,11.942975,2000.006786,0.980005964,0.019994504,0,2.005542857,0,12283.825,17338.31429,44.25,45.5,44.30978571,43.79871429,43.125,1960.016786,39.99,0,1687528793,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,19.24250732,9.591926132,0.947343035,0,3.774436098,-0.170353589,0.017229954,0,0,2,0/2,3.12249,2.75621,0.0421126,0.0376939,0.0949606,0.0802121,28127.3,28048.2,29925.1,29434.1,37438.6,35655.2,45840.8,43768.3,1.76098,1.77325,0.00612438,0,27.8841,999.9,62.2,37.6,39.7875,65.752,19.9439,1,0.696751,7.01124,20.0927,5.22373,11.9806,4.96885,3.28873,9999,9999,9999,999.9,4.97266,1.8776,1.87574,1.87853,1.87517,1.87864,1.87586,1.87702,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.316,0.1177,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12.7,12.7,0.43335,2.59399,1.39893,2.28149,1.44897,2.53174,43.0469,14.7537,18,507.463,429.729,20.049,35.3058,29.9998,34.7714,34.7904,8.66598,63.3697,0,20.5766,119.262,13.6071,99.0121,100.646,,
20,20,1687528799,95,2023-06-23 9:59:58,9:59:58,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.003273748,3.273747596,1.890003104,169.9537757,146.2474738,14.90828967,17.32488127,0.166840851,2.960710326,0.161788211,0.101558845,448.7871857,28.60217867,27.99275556,3.793237314,50.44550586,1.78698651,3.542409734,2.006250805,-144.372269,-186.4921346,-13.64942684,104.2733553,-17.73314585,3.197996571,1.890003104,135.4524117,150.347897,-3.235604101,65.07194828,3.273747596,13.73989669,17.55231091,0.005509246,104.9127054,0,0,1,0,53969,2550.958296,2092.550906,0.820299928,0.17592886,6,0.5,0: Broadleaf,2,TRUE,1687528791,169.9537778,149.3258148,17.5299963,13.7596,167.6147407,17.41223704,499.9902593,101.8387778,0.100006437,26.82438889,27.99275556,999.9,0,0,9994.934074,0,550.9757037,20.62797037,172.9862593,151.4093704,3.770392593,149.3258148,13.7596,1.785232222,1.40126,15.65808519,11.93126667,1999.982593,0.980005778,0.019994681,0,1.987218519,0,12291.01852,17338.1,44.26607407,45.5,44.312,43.80511111,43.13418519,1959.992593,39.99,0,1687528798,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,20.17117805,9.09744878,0.90156777,0,3.770990488,0.054214286,0.019856991,1,1,2,1/2,3.12259,2.7568,0.0382673,0.0335928,0.09509,0.0799748,28240,28167.1,29925.1,29433.8,37433.1,35663.7,45840.9,43767.8,1.7614,1.77307,0.00556558,0,27.8769,999.9,62.2,37.6,39.789,65.492,20.012,1,0.686296,5.98594,20.1373,5.22732,11.98,4.96915,3.28932,9999,9999,9999,999.9,4.97274,1.8776,1.87576,1.87857,1.87517,1.87866,1.87592,1.87705,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.268,0.1183,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12.8,12.8,0.394287,2.61353,1.39893,2.28027,1.44897,2.45117,43.0469,14.7012,18,507.773,429.67,20.4311,35.3168,29.994,34.7806,34.7983,7.86054,63.6491,0,20.5902,98.9666,13.5256,99.0122,100.645,,
21,21,1687528804,100,2023-06-23 10:00:03,10:00:03,5,albert,arch_01_qumi_01,arch_8_qumi_1_226,0.003362005,3.362005215,1.255555962,154.9996057,138.2751254,14.09563521,15.80051289,0.171888013,2.962311753,0.166533133,0.104550426,447.3031431,28.55638927,27.97898214,3.790192465,50.52949412,1.788538145,3.539592422,2.00165432,-148.26443,-186.5538413,-13.64470159,98.84017022,-18.34407898,3.234154044,1.255555962,118.3915863,134.1684364,-3.256200383,65.07194828,3.362005215,13.68721825,17.58699455,0.007412925,104.9127054,0,0,1,0,53989,2542.522857,2085.631313,0.820299926,0.175928858,6,0.5,0: Broadleaf,2,TRUE,1687528796,154.9996071,133.5891429,17.54517143,13.73243571,152.7050714,17.42715,500.0205357,101.8391786,0.099873546,26.81086071,27.97898214,999.9,0,0,10003.97214,0,542.5328571,21.41043929,157.7673571,135.44975,3.812745,133.5891429,13.73243571,1.786785714,1.398498571,15.67165714,11.90131429,1999.99,0.980005857,0.019994596,0,2.000971429,0,12297.51071,17338.16071,44.27878571,45.5,44.29864286,43.80757143,43.13385714,1960,39.99,0,1687528803,0,1687528033,9:47:13,1687528033,1687528033,1,0.396,-0.013,2.999,0.06,420,14,0.21,0.03,20.9210925,9.504037148,0.922649095,0,3.79504925,0.460395084,0.053160771,0,0,2,0/2,3.12266,2.75667,0.034322,0.02921,0.0951986,0.0797144,28355.6,28294.7,29925,29433.9,37428.5,35673.7,45841,43768,1.76152,1.77253,0.00613183,0,27.8698,999.9,62.2,37.6,39.7887,65.382,19.6114,1,0.687561,6.41378,20.1225,5.22852,11.98,4.9699,3.28965,9999,9999,9999,999.9,4.97272,1.87759,1.87575,1.87854,1.87515,1.87866,1.87592,1.87705,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.219,0.1187,1.802236264,0.003459618,-1.60E-06,4.46E-10,-0.05910491,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,12.8,12.8,0.357666,2.61353,1.39893,2.28027,1.44897,2.34375,43.0739,14.6924,18,507.904,429.385,20.5976,35.3284,29.9987,34.7893,34.8078,7.15025,63.9478,0,20.6146,85.5901,13.462,99.0124,100.645,,
