,obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,id_updated_mk,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,
11,11,1686152252,50,2023-06-07 11:37:32,11:37:32,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152244,0.003519553,3.519552806,9.386735617,319.0637116,214.0815462,19.46008293,29.00299629,0.160173582,4.25436465,0.156897281,0.098349582,633.1286364,29.28303515,28.00567857,3.796096109,49.96186861,1.819991449,3.642760969,1.97610466,-155.2122787,-161.8012957,-8.261435733,307.8536262,-75.910864,3.495450616,9.386735617,288.3256313,301.1919879,-3.350931292,63.57716927,3.519552806,19.08870366,20.03321333,6.53E-05,113.9129226,4,1,1,0,48131,3598.773571,2952.073961,0.8203,0.175929,1.37,0.5,0: Broadleaf,2,TRUE,1686152244,319.0637143,298.5694643,20.02183571,19.08324643,316.2092857,19.80717857,499.9937143,90.80018214,0.100146632,27.30023571,28.00567857,999.9,0,0,9994.326071,0,1598.774286,20.49440714,325.5824643,304.3776786,0.938581643,298.5694643,19.08324643,1.817986071,1.732763214,15.94231071,15.19308929,1999.999286,0.979998429,0.020001107,0,1.891167857,0,2946.607143,17338.21429,42.03107143,43.28542857,41.39921429,41.07114286,40.65367857,1959.999286,40,0,1686152317,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,20.29613902,3.509629965,0.355262902,0,0.938812683,-0.004638251,0.001805125,1,1,2,1/2,3.13414,2.72846,0.0641495,0.0611318,0.094147,0.0916514,27795.6,27701.2,30244.6,29770.8,37823.8,35597.5,46278.6,44255.9,1.81017,1.77685,0.0522472,0,27.1507,999.9,46.2,36.4,31.0416,63.8473,21.891,1,0.273178,3.08987,20.2064,5.22912,11.974,4.9699,3.28965,9999,9999,9999,999.9,4.97278,1.87767,1.87578,1.87858,1.87515,1.87868,1.87592,1.87708,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.781,0.2149,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43060.9,43061,0.755615,2.58789,1.39893,2.34375,1.44897,2.42676,43.3719,15.0339,18,480.294,429.578,22.8325,30.597,30.0004,30.3317,30.4051,15.0247,40.7628,0,22.8307,246.035,19.0491,100.002,101.779,,
12,12,1686152257,54.5,2023-06-07 11:37:36,11:37:36,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152249,0.003522343,3.522343174,8.792151953,304.4899261,206.0658638,18.73145822,27.67823949,0.160363221,4.256955372,0.157081198,0.098465031,633.3628198,29.28146633,28.00485,3.795912759,49.98008425,1.820560886,3.642572663,1.975351873,-155.335334,-161.9121203,-8.261992593,307.8533729,-76.51629993,3.500154818,8.792151953,273.1639049,286.1604848,-3.343259333,63.57716927,3.522343174,19.09276726,20.03816848,4.36E-05,113.9129226,4,1,1,0,47948,3600.104643,2953.165844,0.820300001,0.175929003,1.37,0.5,0: Broadleaf,2,TRUE,1686152249,304.4899286,283.8169286,20.02809643,19.08828214,301.6778929,19.81332143,500.0108214,90.80023214,0.100113389,27.29935357,28.00485,999.9,0,0,10002.4525,0,1600.114286,20.6732,310.713,289.3396786,0.939809214,283.8169286,19.08828214,1.818555357,1.733220357,15.9472,15.1972,1999.990357,0.979998429,0.020001107,0,1.904660714,0,2945.690714,17338.12857,42.07792857,43.28985714,41.40142857,41.09792857,40.67828571,1959.990357,40,0,1686152322,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,20.5505878,2.402176307,0.243681005,0,0.939639171,0.018048502,0.002734494,1,1,2,1/2,3.13416,2.72812,0.0614695,0.0583372,0.0941629,0.0916661,27875.1,27782.9,30244.6,29770.1,37823.1,35596.1,46278.8,44255,1.81005,1.77657,0.0523403,0,27.1528,999.9,46.2,36.4,31.0422,64.0473,22.0913,1,0.273613,3.09237,20.2063,5.22807,11.974,4.9697,3.2895,9999,9999,9999,999.9,4.97277,1.87765,1.87578,1.87857,1.87517,1.87869,1.87592,1.8771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.737,0.215,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43061,43061.1,0.718994,2.58789,1.39893,2.34253,1.44897,2.45239,43.3719,15.0339,18,480.251,429.435,22.8291,30.6013,30.0004,30.3359,30.4088,14.3677,40.7628,0,22.8262,232.678,19.0491,100.002,101.777,,
13,13,1686152262,60,2023-06-07 11:37:42,11:37:42,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152254,0.003528877,3.528876652,8.192969084,286.2202477,194.5792688,17.68744879,26.01770479,0.160687135,4.256226042,0.157391435,0.098660122,633.5784704,29.28166737,28.006975,3.796383005,49.99893654,1.821266653,3.642610781,1.975116353,-155.6234603,-162.3310112,-8.284882288,307.3391165,-77.0073737,3.511681341,8.192969084,254.6732013,267.8012121,-3.335392358,63.57716927,3.528876652,19.09729357,20.04444121,4.66E-05,113.9129226,4,1,1,0,47926,3601.330357,2954.171303,0.820300003,0.175929006,1.37,0.5,0: Broadleaf,2,TRUE,1686152254,286.22025,265.3955714,20.03571786,19.09279286,283.462,19.8208,499.9985714,90.80095357,0.100039632,27.29953214,28.006975,999.9,0,0,10000.08357,0,1601.351429,20.82480357,292.0721071,270.5612143,0.942918786,265.3955714,19.09279286,1.819261786,1.733643929,15.95327857,15.20100357,1999.978929,0.979998429,0.020001114,0,1.959014286,0,2944.878571,17338.025,42.07128571,43.29871429,41.3925,41.11803571,40.70067857,1959.978929,40,0,1686152328,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,20.7591725,1.607235647,0.155554457,0,0.941251875,0.035647914,0.003556251,1,1,2,1/2,3.13405,2.72847,0.0581238,0.0548505,0.0941853,0.0916785,27974.3,27885.3,30244.5,29769.7,37821.8,35594.4,46278.7,44253.8,1.8099,1.77647,0.0530109,0,27.1571,999.9,46.2,36.4,31.0438,63.9273,22.1394,1,0.274223,3.11272,20.2059,5.22852,11.974,4.9695,3.2895,9999,9999,9999,999.9,4.97275,1.87771,1.8758,1.87859,1.87518,1.87873,1.87592,1.87714,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.683,0.2151,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43061.1,43061.2,0.681152,2.58423,1.39893,2.34375,1.44897,2.46094,43.3719,15.0339,18,480.199,429.408,22.8258,30.6069,30.0006,30.3408,30.4137,13.5304,40.7628,0,22.8178,212.643,19.0426,100.002,101.775,,
14,14,1686152267,65,2023-06-07 11:37:47,11:37:47,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152260,0.003528893,3.52889332,7.643458596,268.9137386,183.3132063,16.66335746,24.44453316,0.160610001,4.256588274,0.157317703,0.098613743,633.772416,29.28246466,28.0136,3.797849396,50.01366989,1.821820065,3.64264424,1.97602933,-155.6241954,-163.8291692,-8.360915281,305.9581361,-77.56068727,3.519309455,7.643458596,237.7927229,251.1009636,-3.341369438,63.57716927,3.52889332,19.1008245,20.04812485,2.06E-05,113.9129226,4,1,1,0,47909,3602.432963,2955.075753,0.820299998,0.175928996,1.37,0.5,0: Broadleaf,2,TRUE,1686152260,268.9137407,247.9227778,20.0418,19.0968963,266.2072222,19.82677037,500.0322593,90.80107037,0.09994977,27.29968889,28.0136,999.9,0,0,10001.20778,0,1602.420741,20.9910037,274.4134074,252.7494444,0.94490063,247.9227778,19.0968963,1.819815926,1.734018148,15.95804815,15.20435926,2000.012222,0.979998778,0.02000073,0,1.933322222,0,2944.637037,17338.31111,42.06922222,43.312,41.41177778,41.11785185,40.71974074,1960.012222,40,0,1686152332,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,20.877265,1.754640901,0.170674618,0,0.94325815,0.025754792,0.002694087,1,1,2,1/2,3.13396,2.72853,0.0550012,0.0515661,0.0941943,0.0916886,28066.5,27982,30243.9,29769.6,37820.5,35593.8,46277.8,44253.9,1.80967,1.7765,0.0521541,0,27.1617,999.9,46.2,36.4,31.0453,64.2373,22.0673,1,0.274863,3.16757,20.2049,5.22822,11.974,4.96955,3.2895,9999,9999,9999,999.9,4.97278,1.87766,1.87578,1.8786,1.87516,1.87871,1.87592,1.87713,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.632,0.2152,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43061.2,43061.3,0.640869,2.58667,1.39893,2.34253,1.44897,2.48413,43.3991,15.0339,18,480.101,429.448,22.816,30.6116,30.0006,30.3451,30.4173,12.8073,40.7628,0,22.7948,199.286,19.0361,99.9999,101.775,,
15,15,1686152272,70,2023-06-07 11:37:52,11:37:52,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152264,0.003538812,3.53881209,7.067190904,253.4715337,174.3713426,15.85055291,23.04085004,0.16110978,4.256836161,0.157797376,0.098915294,633.8252502,29.28082471,28.01345714,3.79781777,50.02555723,1.822259986,3.642658048,1.975557784,-156.0616132,-163.7910808,-8.35848143,305.6140748,-78.08605887,3.523827638,7.067190904,220.8564955,234.3514061,-3.346686003,63.57716927,3.53881209,19.10418457,20.05411273,3.39E-05,113.9129226,5,1,1,0,48029,3602.733214,2955.322055,0.8203,0.175929,1.37,0.5,0: Broadleaf,2,TRUE,1686152264,253.4715357,232.32025,20.04661429,19.10042143,250.8118571,19.83148571,499.9896071,90.80104643,0.100088307,27.29975357,28.01345714,999.9,0,0,10001.98857,0,1602.731786,21.15126786,258.6565357,236.8440357,0.94618275,232.32025,19.10042143,1.8202525,1.734338214,15.96180357,15.20723214,2000.001429,0.979998786,0.020000793,0,1.907082143,0,2944.485714,17338.23214,42.09575,43.312,41.42382143,41.10246429,40.69842857,1960.001429,40,0,1686152337,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.074015,2.061381614,0.20074039,0,0.9455425,0.015724931,0.001626687,1,1,2,1/2,3.13412,2.72885,0.0518032,0.0482352,0.0942123,0.091704,28160.8,28080,30243.3,29769.4,37818.9,35592.8,46277.1,44253.7,1.80965,1.7761,0.051327,0,27.1647,999.9,46.2,36.4,31.0449,64.0073,22.0312,1,0.275488,3.18579,20.2044,5.22852,11.974,4.9694,3.2895,9999,9999,9999,999.9,4.97278,1.87763,1.87577,1.87853,1.87516,1.87867,1.87591,1.8771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.581,0.2153,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43061.2,43061.3,0.605469,2.58545,1.39893,2.34253,1.44897,2.50122,43.4264,15.0339,18,480.11,429.233,22.795,30.6168,30.0007,30.3487,30.4216,12.0139,40.7628,0,22.7836,179.221,19.0305,99.9982,101.774,,
16,16,1686152277,75,2023-06-07 11:37:57,11:37:57,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152270,0.003526393,3.526393489,6.756571579,236.2160721,160.6150159,14.60004556,21.47224776,0.160629575,4.258767576,0.157338131,0.098626438,633.8211005,29.2816472,28.01009259,3.797072998,50.03944292,1.822704291,3.642535138,1.974368707,-155.5139529,-163.2251014,-8.325657368,306.7563889,-78.66362236,3.524384948,6.756571579,204.0776134,217.6430242,-3.343405117,63.57716927,3.526393489,19.11172597,20.05832182,2.41E-05,113.9129226,4,1,1,0,47988,3602.70963,2955.302708,0.8203,0.175928999,1.37,0.5,0: Broadleaf,2,TRUE,1686152270,236.2160741,214.8915926,20.05155926,19.1052963,233.6096667,19.83634815,500.0291111,90.80074074,0.100134722,27.29917778,28.01009259,999.9,0,0,10008.08593,0,1602.707778,21.32455185,241.0494074,219.077037,0.946264926,214.8915926,19.1052963,1.820696296,1.734774074,15.96561852,15.21114815,2000.001852,0.979998852,0.020000726,0,1.845911111,0,2944.635185,17338.24815,42.134,43.319,41.39785185,41.08314815,40.69888889,1960.001852,40,0,1686152342,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.196595,2.007550469,0.19625193,0,0.9459147,0.00639582,0.001374275,1,1,2,1/2,3.13399,2.72863,0.0485371,0.0448299,0.0942268,0.0917237,28257.2,28180,30242.8,29769,37817.7,35591.4,46276.6,44253.1,1.80963,1.7759,0.0511482,0,27.1681,999.9,46.1,36.5,31.1481,64.0773,22.0473,1,0.275965,3.1736,20.2048,5.22837,11.974,4.96985,3.2895,9999,9999,9999,999.9,4.97276,1.87764,1.87578,1.87855,1.87515,1.87868,1.87591,1.87707,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.529,0.2154,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43061.3,43061.4,0.563965,2.59033,1.39893,2.34375,1.44897,2.50366,43.4264,15.0339,18,480.121,429.135,22.7818,30.6219,30.0006,30.3527,30.4251,11.2738,41.0399,0,22.7812,165.847,19.0185,99.9969,101.773,,
17,17,1686152282,79.5,2023-06-07 11:38:01,11:38:01,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152274,0.00355551,3.555510421,6.013264552,221.6494057,154.5080802,14.04486373,20.14804465,0.162113046,4.258756941,0.158761201,0.099521129,633.7997222,29.27539754,28.00481852,3.795905792,50.05217361,1.823077792,3.642354888,1.972828,-156.7980095,-162.2076592,-8.273528434,306.5205251,-79.10145274,3.537450269,6.013264552,188.889254,202.6248303,-3.33518114,63.57716927,3.555510421,19.10629516,20.06085576,1.10E-05,113.9129226,4,1,1,0,47943,3602.588148,2955.203054,0.820299999,0.175928998,1.37,0.5,0: Broadleaf,2,TRUE,1686152274,221.6494074,200.1907778,20.05574815,19.10594074,219.0885926,19.84045556,500.0077407,90.8003,0.100212844,27.29833333,28.00481852,999.9,0,0,10008.10111,0,1602.58037,21.45872963,226.1856667,204.090037,0.949809852,200.1907778,19.10594074,1.821067778,1.734824074,15.96881481,15.2116037,2000.007778,0.979998963,0.020000615,0,1.84277037,0,2944.71037,17338.31852,42.18496296,43.319,41.43948148,41.09240741,40.70355556,1960.007778,40,0,1686152347,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.32944878,1.861914983,0.187100148,0,0.947074854,0.012678941,0.003633233,1,1,2,1/2,3.13409,2.72853,0.045537,0.0416868,0.0942311,0.0915882,28346.4,28271.9,30242.9,29768.3,37817.2,35595.9,46276.5,44252.3,1.8097,1.7757,0.0507385,0,27.1706,999.9,46.1,36.5,31.1497,63.9473,21.9671,1,0.276197,3.15954,20.2051,5.22882,11.974,4.96985,3.28958,9999,9999,9999,999.9,4.97277,1.87763,1.87577,1.87853,1.87516,1.87866,1.8759,1.8771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.483,0.2154,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43061.4,43061.5,0.529785,2.59033,1.39893,2.34253,1.44897,2.51831,43.4264,15.0426,18,480.186,429.036,22.7776,30.6266,30.0004,30.3564,30.4285,10.5957,41.0399,0,22.7762,152.489,19.0173,99.9969,101.771,,
18,18,1686152287,84.5,2023-06-07 11:38:06,11:38:06,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152279,0.00370537,3.705370215,6.049388086,205.2125168,140.7290118,12.79237053,18.65396848,0.169136203,4.257256402,0.165489909,0.103752251,633.8015917,29.24821576,28.00328148,3.79556569,50.05610746,1.8231728,3.642258442,1.97239289,-163.4068265,-161.9014379,-8.260738008,300.2325893,-79.60060266,3.600708284,6.049388086,172.0474399,185.8626485,-3.354692978,63.57716927,3.705370215,19.05310245,20.04847939,-6.23E-05,113.9129226,4,1,1,0,47884,3602.598889,2955.211854,0.820299996,0.175928992,1.37,0.5,0: Broadleaf,2,TRUE,1686152279,205.2125185,183.6056296,20.05674444,19.08999259,202.7038889,19.84143333,500.0281111,90.8005963,0.100138104,27.29788148,28.00328148,999.9,0,0,10003.35741,0,1602.571852,21.60692222,209.4126667,187.1791852,0.96674737,183.6056296,19.08999259,1.821164074,1.733382593,15.96963704,15.19865185,2000.027037,0.979999111,0.020000393,0,1.804125926,0,2945.153704,17338.48148,42.21044444,43.32366667,41.37925926,41.10166667,40.71285185,1960.027037,40,0,1686152352,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.51518,1.716132833,0.167740504,0,0.9602003,0.178385043,0.021427651,0,0,2,0/2,3.13412,2.72835,0.0421118,0.0380754,0.094185,0.0915203,28447.5,28377.9,30242.4,29767.7,37818.3,35597.9,46275.8,44251.8,1.80995,1.77483,0.0511855,0,27.1735,999.9,46.1,36.5,31.1458,64.2273,21.899,1,0.276608,3.15536,20.2052,5.22912,11.974,4.96975,3.28965,9999,9999,9999,999.9,4.97275,1.8776,1.87576,1.87852,1.87515,1.87866,1.87587,1.877,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.429,0.2152,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43061.5,43061.6,0.489502,2.59155,1.39893,2.34253,1.44897,2.52197,43.4264,15.0339,18,480.35,428.527,22.7739,30.6318,30.0004,30.3603,30.4325,9.77806,41.0399,0,22.7744,132.452,19.0249,99.9952,101.769,,
19,19,1686152292,89.5,2023-06-07 11:38:11,11:38:11,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152284,0.003664418,3.664417719,5.314448752,188.7432577,131.1983744,11.92607518,17.15696778,0.16712519,4.254396885,0.163561767,0.102539936,633.8296849,29.25739813,28.00684074,3.796353293,50.04385757,1.822761441,3.642328009,1.973591852,-161.6008214,-162.534299,-8.298763617,301.3958008,-80.2514543,3.652662282,5.314448752,154.9678106,169.0418909,-3.365956495,63.57716927,3.664417719,19.05432126,20.03866485,-4.42E-05,113.9129226,4,1,1,0,47914,3602.758519,2955.342803,0.820299997,0.175928995,1.37,0.5,0: Broadleaf,2,TRUE,1686152284,188.7432593,166.9422222,20.05214074,19.07133333,186.2877037,19.83691111,499.9761852,90.80094444,0.100145115,27.29820741,28.00684074,999.9,0,0,9994.343333,0,1602.740741,21.80102963,192.6054815,170.1882222,0.980789407,166.9422222,19.07133333,1.820752222,1.731696296,15.9660963,15.1835037,2000.017778,0.979999,0.020000504,0,1.821362963,0,2945.886296,17338.39259,42.21274074,43.33066667,41.377,41.13166667,40.72433333,1960.017778,40,0,1686152357,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.69516341,2.263197909,0.226396862,0,0.971024463,0.192255596,0.022644162,0,0,2,0/2,3.13403,2.72867,0.0385898,0.0344013,0.0941564,0.0915241,28551.7,28485.8,30242,29767.4,37818.8,35596.7,46275.2,44250.8,1.8098,1.77498,0.0507385,0,27.1786,999.9,46.1,36.5,31.1482,64.1773,21.891,1,0.276893,3.16585,20.2049,5.22867,11.974,4.96975,3.28958,9999,9999,9999,999.9,4.97278,1.87765,1.87578,1.8786,1.87516,1.87866,1.87592,1.8771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.374,0.215,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43061.6,43061.7,0.452881,2.58789,1.39893,2.34375,1.44897,2.52808,43.4264,15.0426,18,480.296,428.651,22.7725,30.6372,30.0005,30.3649,30.4371,9.03972,41.0399,0,22.7631,119.093,19.0249,99.994,101.768,,
20,20,1686152297,94.5,2023-06-07 11:38:16,11:38:16,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152289,0.00364452,3.644520338,4.984779666,172.2385171,118.1334444,10.73845764,15.65666717,0.166079997,4.256435893,0.162562147,0.101911201,633.7677667,29.25944674,28.00978148,3.797004137,50.02584424,1.822058275,3.642233935,1.974945862,-160.7233469,-163.3881555,-8.338468064,301.3177961,-80.82567508,3.682402657,4.984779666,138.0813369,152.2225939,-3.360752494,63.57716927,3.644520338,19.05706654,20.03572848,-1.06E-05,113.9129226,4,1,1,0,48112,3602.406296,2955.0539,0.820300004,0.175929008,1.37,0.5,0: Broadleaf,2,TRUE,1686152289,172.2385185,150.2664444,20.04440741,19.05567037,169.836963,19.82932593,500.0085556,90.80101481,0.100064885,27.29776667,28.00978148,999.9,0,0,10000.73556,0,1602.434444,21.97203333,175.7615926,153.1855185,0.988712889,150.2664444,19.05567037,1.820051481,1.730275926,15.96005926,15.17074074,1999.971852,0.97999863,0.020000948,0,1.874651852,0,2946.808889,17337.98519,42.24051852,43.33766667,41.37233333,41.12233333,40.71033333,1959.971852,40,0,1686152362,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.86093659,2.169696167,0.218074666,0,0.979459902,0.0888,0.017601849,1,1,2,1/2,3.13413,2.72836,0.0349944,0.0306566,0.0941472,0.091534,28658.4,28595.8,30242,29767.1,37819.1,35595.9,46275.4,44250.6,1.8099,1.77472,0.0506267,0,27.1828,999.9,46.1,36.5,31.1491,64.0673,21.883,1,0.27753,3.19708,20.2045,5.22912,11.974,4.96985,3.28965,9999,9999,9999,999.9,4.97281,1.87763,1.87577,1.87855,1.87515,1.87867,1.87592,1.87708,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.319,0.2149,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43061.6,43061.7,0.411377,2.59399,1.39893,2.34253,1.44897,2.54517,43.4536,15.0251,18,480.372,428.521,22.763,30.6419,30.0005,30.3682,30.4404,8.21167,41.0399,0,22.7511,99.0586,19.0249,99.9943,101.767,,
21,21,1686152302,99.5,2023-06-07 11:38:21,11:38:21,5,albert,lubb_08_control_bogr2_02,lubb_8_bogr2_2_27,1686152294,0.003635884,3.635883614,4.463441142,156.7085702,108.048512,9.82171173,14.24495694,0.165593301,4.257300083,0.162096499,0.101618336,633.6694705,29.25902392,28.01176786,3.797443816,50.01463656,1.821520187,3.641974255,1.975923629,-160.3424674,-164.1564894,-8.376011445,300.7945024,-81.28731168,3.656522738,4.463441142,121.1920173,135.4472,-3.353922666,63.57716927,3.635883614,19.05950251,20.03577879,-3.99E-06,113.9129226,4,1,1,0,47865,3601.8475,2954.595526,0.820300006,0.175929012,1.37,0.5,0: Broadleaf,2,TRUE,1686152294,156.7085714,134.5935,20.03851786,19.05673571,154.3585714,19.82355,500.0146429,90.80093571,0.100008164,27.29655,28.01176786,999.9,0,0,10003.45714,0,1601.8875,22.11501786,159.9129643,137.2081786,0.981764214,134.5935,19.05673571,1.819515357,1.730370357,15.95546071,15.17159286,1999.96,0.979998571,0.020001004,0,1.897975,0,2947.76,17337.88214,42.22739286,43.3435,41.35464286,41.09782143,40.71621429,1959.96,40,0,1686152367,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.98850244,1.811466899,0.184894462,0,0.985115537,-0.050266578,0.008924362,1,1,2,1/2,3.1339,2.72848,0.0313205,0.0268055,0.0941486,0.0915519,28766.4,28709.7,30241,29767.5,37817.4,35595.2,46273.7,44251,1.80945,1.77468,0.0504032,0,27.1874,999.9,46,36.5,31.0811,63.8673,21.9351,1,0.278087,3.21305,20.2041,5.22942,11.974,4.9699,3.28955,9999,9999,9999,999.9,4.97276,1.87759,1.87576,1.87851,1.87515,1.87866,1.87588,1.87702,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.264,0.2149,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43061.7,43061.8,0.373535,2.59766,1.39893,2.34253,1.44897,2.52686,43.4536,15.0339,18,480.152,428.522,22.7509,30.6479,30.0005,30.3729,30.445,7.46621,41.0399,0,22.7402,85.7039,19.0249,99.9907,101.768,,
